Geneid	Length
18760	3778
217558	6726
76983	2091
12810	2683
94186	4164
11782	1113
207304	8988
544864	3627
320487	7761
328092	2564
14762	1388
76826	1193
11855	5197
73278	304
238161	10263
27386	5879
67335	282
112407	2676
665239	591
100038648	3622
104725	1363
100316682	80
66266	1043
72183	1879
12632	2940
217578	6179
72658	1187
665137	778
24067	4264
73385	3863
100039815	912
665155	3286
100101807	3863
100039830	912
100101806	2516
100503822	1075
59032	2395
66132	3117
26443	997
18035	1579
79459	1575
56856	3102
56784	7904
52592	2566
100503961	1221
217588	1509
621837	231
104798	2288
21869	2865
97836	617
18094	1260
18511	2574
217593	2766
328099	4006
73490	1454
100504018	1480
100040044	1040
15375	3188
70846	1475
100504027	1426
100503562	3217
20605	3869
66864	4539
100504043	3093
20334	4108
66603	1106
78232	1255
18949	3469
338320	1628
217615	3082
70611	3446
100504078	1246
100504101	1089
238205	3726
73309	521
623046	3566
217648	1463
66689	2854
328108	6434
328110	4068
30795	945
104806	7775
217653	4017
70948	2228
238217	1023
320772	9834
100316870	12530
20090	390
69706	1501
66483	517
217664	2616
109065	2639
414085	2546
18974	1695
271005	1949
69554	1946
66244	3722
11845	3731
76062	1037
207965	1027
20663	5612
217666	3338
68055	1485
71091	1689
751538	110
74724	1421
399510	4454
70934	1852
73991	2818
100040999	628
64010	2524
18080	10344
791312	2278
100504285	1080
110095	2821
414124	1296
94090	7430
72736	2320
100861697	1220
319710	4662
56444	4022
19167	1434
73204	1589
238247	5780
75266	596
30056	1117
76967	5763
59036	3761
67348	637
73815	767
208846	6004
238252	1374
67217	1705
104771	1976
73936	2630
104001	3710
78257	5247
67708	4420
66375	1304
19042	2789
100861726	1074
75801	1910
20476	3956
20471	2849
20474	5572
17420	2505
76357	1669
625098	2959
380765	689
238257	3282
73644	1039
18755	3301
666385	682
15251	4761
100504452	3947
277089	675
75627	2125
238266	2705
100504476	1161
74284	1046
386753	2995
238271	4061
80837	2358
217674	1614
26932	4810
72338	2981
665931	832
81535	3324
319565	21718
100628610	83
13983	3362
80384	2246
108156	3324
238276	6685
109929	1777
268564	3987
100504512	984
15512	2683
210762	1453
100041694	893
100628604	79
263406	4955
100504549	540
20741	10394
211151	641
14776	1067
104886	3126
110606	2560
17187	2005
53618	3982
626215	531
268566	3402
70897	1778
56217	5515
73834	1410
13665	3152
27260	1551
268567	3961
211945	6439
110417	2353
11847	1417
53612	1281
17252	1574
77974	1674
211978	9368
19363	2837
12192	2984
69548	4845
109711	3739
320808	5707
100217447	124
97827	3323
69522	508
108760	3920
13877	812
328133	5230
68354	941
217682	3527
380768	4399
217684	5065
67340	377
100504661	1142
20384	1653
20493	2102
64075	3496
100526532	84
110893	5068
100042143	2865
214321	2496
11498	2330
66272	1997
100504690	622
24071	10398
56622	2911
69792	1004
100504704	757
69480	2042
338372	11896
54604	12139
217692	7701
50779	2626
791340	968
74283	1082
70127	1298
73828	2182
217695	3869
67039	4244
19164	3023
170721	4375
18222	1962
71952	2346
171210	2200
26897	1559
171282	2325
171281	2594
217698	1518
217700	1822
105000	5765
70481	2359
238317	7373
100502697	3342
77219	3290
52708	5236
217705	3357
217707	1602
12499	4990
72873	2190
66381	1379
104776	3346
100861863	582
217708	2144
12677	3180
19300	2527
432677	3608
627191	2499
67963	3262
74316	868
16997	6603
100303738	3954
68497	5434
73736	716
56531	7034
100502763	1133
73422	2682
78920	2767
238323	2534
18654	1569
217715	1573
217716	5428
66204	648
72350	4482
217718	5386
100502783	668
68581	3526
14281	2093
81703	1881
53314	904
217721	3435
58520	1185
320244	4841
21809	3385
100861892	920
76411	809
328136	3160
70373	3919
26380	4621
238328	6189
68737	3850
627607	1949
238330	4112
217732	4409
238331	792
217733	3335
64242	1616
217734	5059
14874	2108
382620	7179
238333	2066
71275	1412
104799	2701
217737	1320
217738	1425
20773	3754
211064	1949
100526546	79
654309	1170
380773	419
66354	2257
666806	1872
193322	1812
100042776	998
100042786	689
100862206	930
100861908	435
100861898	530
544881	1851
100038992	222
100038982	4341
100039042	1766
100039052	1822
100039076	798
100039087	1899
100039100	435
100039162	435
100039129	435
667350	930
546543	222
100039315	1893
666862	435
435337	1842
633093	4204
266459	1641
100503047	438
72113	2287
71818	2283
18191	9782
13371	5815
75216	4807
71349	1023
22095	4874
83602	5806
108800	9896
666955	2624
20338	6300
399558	7099
100862089	695
69423	613
14420	3704
14744	2035
72258	2533
104871	2025
24000	5738
75553	4184
319670	10136
76260	2308
67639	1176
71375	2611
100503855	3630
100503812	646
73457	645
78767	2069
104884	2058
217826	3112
19179	1502
217827	3708
100038378	1982
12313	4001
100861669	753
100038713	4791
104718	3442
73086	4406
100040123	408
217830	3229
667148	701
238377	3505
68339	6292
100038467	3405
100316805	121
68734	4594
319760	3100
74947	3665
271036	3716
74413	2584
23876	5829
109181	6448
100504056	2370
110616	5404
100040297	1174
51786	5315
238384	2092
217835	4007
19141	1874
27277	2902
12652	1882
217837	2856
100504113	601
100316812	93
100859931	3835
64113	3728
320351	1205
100233175	1162
66622	3247
238386	4306
75483	476
217843	8870
170952	905
100504156	1406
65256	2690
68149	3715
27225	3157
52668	1053
76933	463
217845	1093
74521	3683
217847	1570
12401	1462
194604	1346
68348	3158
20701	1425
20703	1442
20700	1939
20702	1424
20704	1374
380780	1489
71907	1694
68054	3690
321018	1353
268591	2162
74069	1864
271047	2070
16625	1690
238393	2290
20715	1949
546546	2051
628900	2193
238395	1999
20714	1652
100504264	762
20717	1659
20716	2085
14836	1174
791311	3002
192119	9851
100504301	717
94040	11962
212073	5532
69434	529
100306943	275
100526471	65
73046	930
100504315	801
27381	1009
27379	1026
27382	1041
27378	830
27380	1031
21432	1395
69952	3282
100040339	1575
268595	5786
12062	1680
12061	1338
76559	10173
66787	2787
78801	3093
18789	4509
100503099	2076
22367	3796
76639	1028
71033	1353
73160	999
74968	1443
58208	7923
100503150	980
52690	2725
12454	2632
668158	1547
100861813	1116
214305	2605
13116	2118
68519	4201
100504467	1549
14026	2698
723909	99
70059	3574
22632	2324
214663	1964
100503195	604
723946	96
104910	1580
22375	2883
212198	2657
380785	2712
13386	4811
17263	12906
100316809	80
791079	94
751547	91
100124466	83
723843	97
723880	67
751555	94
100526472	89
100526519	89
353326	5235
723866	91
76880	1317
723937	124
387146	70
723867	94
100316735	75
100526473	80
387154	62
75745	3584
100316669	120
723854	79
449562	69
449561	67
100861570	71
100303647	30
100861571	72
100303646	71
100861572	71
100124461	77
723858	66
723936	82
723927	63
723859	61
100316751	120
723839	86
791071	81
723842	97
723878	85
751539	74
100316673	121
751521	99
723881	76
751522	63
751552	92
723856	86
100124453	84
723934	82
723855	68
723833	79
723935	75
723940	82
723917	74
100124450	78
723912	76
387152	71
751523	66
723875	73
100040724	1300
100124484	82
387172	66
751524	79
723857	68
723941	90
723862	79
723913	80
723933	79
723863	81
100499517	83
67280	1621
353504	1280
100526515	82
107585	1868
629595	385
26931	5591
100503237	2404
319786	1306
13424	14398
66323	954
100861856	712
15519	2850
69641	2427
26448	1693
66709	1653
72805	3725
100041649	398
67236	2179
104859	7830
74251	2558
77878	1093
217864	2725
22031	6975
93835	1685
100503323	1310
217866	6718
380787	657
74190	2923
21928	3570
212539	1215
217869	3966
100316932	122
100504687	1954
17169	3388
12709	1478
328162	2433
70369	2138
68020	1242
16593	3067
74335	2422
68520	1310
21981	4333
77675	1729
70257	365
74691	4809
217874	761
104816	2732
100526547	85
387199	76
668303	6918
100504733	1752
100126692	3223
319942	2636
104885	2373
70435	4601
11565	1791
30954	782
11651	2690
382639	3478
217882	6640
104759	1978
100041194	3572
100047183	10677
217887	1915
71963	2420
56696	2439
16450	4054
66174	793
72308	2755
399566	2098
217893	5480
75671	1267
116870	2775
100861919	848
68337	1439
12925	447
104732	3355
69195	1601
238447	1225
380792	1480
404711	1007
16016	1222
16017	1478
380795	1201
380797	1008
16019	1491
777656	54
777655	48
777654	48
777648	53
777661	11
777662	16
777664	17
777667	17
777672	17
777675	17
777677	17
777679	17
777657	23
238405	2271
777681	17
238406	2507
777685	353
777686	350
777688	294
238412	293
777780	294
668389	293
544896	351
638605	293
668395	294
630486	291
641178	294
628098	294
791089	286
791090	293
629785	203
780793	350
780792	294
633568	294
780794	294
640046	292
780800	357
780801	294
780802	294
780803	294
780804	296
668421	340
780818	353
238418	351
629812	299
195180	294
629818	351
780825	351
629826	351
668438	350
632654	363
629833	299
633457	299
780828	300
780829	296
636260	294
780831	291
629842	300
435321	294
629845	299
628398	300
639510	300
238427	300
432701	300
629849	300
380808	357
432702	294
668469	294
380809	359
668474	294
780864	297
668478	294
629859	293
629860	294
629863	294
629865	294
629866	294
629871	294
668493	294
382692	294
668497	294
780883	294
780884	294
780885	294
629884	294
629893	294
628614	294
629897	294
668517	294
780891	294
629906	310
629908	294
629915	294
629919	293
629925	294
640506	301
780929	294
382696	294
780931	309
629930	301
211331	294
780932	309
382695	294
780938	297
780939	349
432708	457
674018	294
668544	282
100502704	1206
238448	294
668549	351
432709	302
780956	351
380823	309
636462	301
380824	294
435328	294
619833	309
780960	301
638634	294
619886	302
619916	294
100775172	301
668577	295
100775173	309
668582	301
622728	294
100775174	294
619994	294
213570	294
435331	294
668589	294
668591	294
100775175	294
620140	293
434609	351
668597	294
668599	296
56220	2068
22355	3385
217935	3725
52635	5541
100502747	4161
319545	2892
76044	6604
19276	4688
627375	273
100038689	842
432713	449
387171	69
217944	3987
217946	2611
13411	14072
20688	5770
100384890	884
320145	4480
77706	3876
320910	3096
238455	3818
217951	1168
73266	979
100504487	1282
76937	585
73270	669
14569	2681
105203	8338
142688	2366
70405	1426
80796	915
494124	549
56349	3738
238463	3096
83428	1478
105387	2445
105349	1172
27384	1232
432720	1242
111002	1043
622402	1231
83702	1359
116852	1306
77337	1209
56043	1713
432723	2462
71867	593
23849	4217
69617	3543
56421	3986
100039532	333
94191	5456
207615	7990
319554	2867
100039655	684
320581	2243
69237	2579
217980	4707
100039719	419
208440	8026
66505	4114
12671	3168
664793	832
20191	16813
328186	3772
238505	4486
100039826	507
11472	2985
432725	483
217995	6776
56048	2980
171211	8103
67475	4239
664862	2941
18812	852
18811	790
107849	694
100039786	960
630663	672
83924	2981
18073	6046
17101	11806
14706	2968
97884	3681
70430	1807
14593	2371
94246	6105
94253	9460
100862358	659
75398	768
19166	946
105351	2023
670994	509
100504070	2565
14634	8427
71071	1123
328190	1538
16323	1529
192136	1727
66308	2672
69562	7081
100316665	121
56044	2662
67008	3436
73992	859
218030	2118
218035	3197
218038	3195
21641	350
21638	419
21640	406
21639	341
100126431	60
107573	518
21637	353
100126432	60
107575	517
107574	503
100126433	60
21636	350
21632	347
100126434	61
107576	571
76205	1284
105298	2387
20379	1760
73412	2088
319293	2773
353346	3433
432730	1786
140580	5874
665386	340
27052	2915
258528	951
18341	954
258527	945
19720	4204
100862095	660
14780	1629
75512	1262
258526	951
22758	4418
72739	2602
319207	3580
432731	3990
100316752	81
66707	1455
544922	2458
100038371	934
93681	8900
258280	1054
404335	981
258533	945
258739	985
218066	942
258534	954
258536	980
258067	942
319185	381
319191	393
319152	488
319186	381
319159	312
319160	312
319169	393
319187	381
56702	672
319153	483
319170	393
319188	594
665596	2121
665433	514
100041230	405
319161	312
319171	393
665622	2121
100316716	132
193452	2703
195236	4975
54373	2152
193453	1159
319168	387
319184	381
319158	537
319167	473
319183	381
252912	927
252906	939
632534	897
252907	903
171259	960
626299	891
171257	1088
100312484	906
171278	897
171254	903
171247	1104
171246	939
171245	972
171255	903
171258	909
171270	936
632793	909
171251	951
171250	939
432735	939
171252	927
432736	939
171269	921
171277	897
171275	1074
171249	1155
171248	1104
171253	903
171279	897
171273	897
171256	897
171272	939
171271	897
100312485	939
171274	927
100036518	1086
74061	1434
218100	4912
30946	4456
320842	617
100503351	492
12231	3449
238555	2983
100503366	456
69386	479
319173	393
97908	492
319182	381
260423	1003
319157	312
14957	2977
319151	411
319166	704
319181	615
319180	381
319165	393
319149	411
319156	312
319179	2510
50709	1931
319164	2493
68024	728
107970	912
319155	312
15216	1722
50708	1561
319148	480
100504109	380
319178	469
319172	506
319150	411
326620	312
326619	312
360198	534
80838	747
214158	1416
218103	2974
105355	4276
20504	2049
319848	2483
319177	384
319163	390
214189	1412
68732	5158
12763	9755
100503456	1683
76024	1116
193385	6968
320489	3837
666145	873
57441	977
79555	2551
66834	686
56196	1977
210108	4977
73326	690
214579	5647
14756	4659
380836	2035
195208	8042
22360	2137
100503530	583
73576	1641
15192	1994
19109	895
18775	878
215028	774
215029	774
27372	929
18776	936
67000	1282
19111	868
13529	911
66392	864
19112	862
74188	892
67310	934
73244	864
75596	925
19113	959
19114	1277
18814	997
67505	1016
56635	870
666317	706
19110	852
28078	1045
100862257	354
72518	2716
20677	2967
77920	1415
68916	2538
13557	5097
218121	2881
11607	2284
66694	1313
75090	1136
105352	2768
16364	4683
66482	4250
100862264	410
210554	1186
73924	841
15220	2807
71307	714
100503631	1525
14238	2366
17300	3990
218138	1510
100503660	2763
238564	5641
78903	2642
100862286	426
66222	1918
380839	1599
20708	1859
20723	3397
20706	1930
100862294	471
282663	1718
20707	1955
20726	2101
20710	1921
20709	1912
544923	8413
93806	1925
238568	1467
435350	1494
97848	1328
20719	1888
68808	777
18105	4045
19766	4495
68021	1209
22151	1607
432745	1033
73710	1922
100862316	823
69666	541
73102	6251
66895	1872
108161	1315
19134	4466
71864	2395
66761	1045
69123	1346
23986	1610
100503727	648
100503742	1171
12593	3929
208366	2736
76487	2308
380840	1515
100042773	682
69955	2126
68404	1596
74145	3927
17084	997
100042802	1500
68750	13633
107513	9306
100862351	869
71213	2858
71340	2744
109620	9592
67797	1789
12161	2410
105245	2617
17828	1769
66143	1039
108652	2214
218165	2816
791406	3005
21418	3268
14538	7039
100628630	72
100862098	887
68083	1753
66154	952
17152	3565
107889	2879
637277	2037
54326	3837
108934	4483
18003	4712
621976	7170
328231	1730
109254	2566
100038577	1696
110521	8753
13614	2344
218194	5922
67046	1263
328232	6654
68346	1369
70078	1811
56705	3064
76137	4356
328234	3456
622552	1270
12522	2145
328235	1204
100503592	1937
69491	565
16468	6158
94245	1311
218203	2983
66355	1554
20238	10608
76000	722
791386	3153
380842	1363
666794	3224
67252	3658
97863	1381
218210	6021
16553	6866
105283	1428
105193	2294
22017	2715
218214	4281
110052	2602
218215	4694
319467	2505
619327	3502
70971	2012
320614	3156
15904	1660
320315	667
67911	4187
442803	789
387247	103
387252	89
387244	94
218232	4311
12022	1361
18676	5260
218236	4919
68128	1461
75607	6613
18081	1132
68480	804
66329	1436
30938	3110
76895	6351
75678	2776
66336	1054
407800	3596
66695	2354
27047	1751
18295	2540
70930	4242
105148	4396
667488	1791
218244	3429
667503	3354
667507	3006
667552	3054
100502978	3253
380882	3152
69211	541
109082	1785
328250	2548
751559	109
100124649	109
380845	649
100503376	2471
667693	3109
71654	1185
667712	3558
77428	2990
20729	4479
100862200	1571
75124	1163
667728	3480
13610	4484
20418	1537
66197	694
75420	2913
20354	4377
100502610	2646
23882	1081
74050	3272
68203	4348
100040572	733
20963	5272
105404	2308
11992	1345
18030	1992
26564	3970
100862222	607
268656	2570
100040421	2339
17702	2162
13488	3529
14057	2811
15466	2793
12890	4928
73666	2326
100040543	499
319719	4793
97820	2674
100503805	347
56795	1048
28126	1734
67044	613
74325	1576
76577	4322
105239	4410
268663	4127
26913	4141
104069	1196
218268	1897
74257	1556
107448	3974
212032	3269
20184	2931
100504437	961
26919	3597
14186	3146
18193	12784
19336	1865
66494	1089
17121	1299
66890	4315
51791	2356
20505	3081
75477	545
58992	1961
26385	3243
432763	1360
56320	3047
67399	2987
27261	1546
72935	2205
212483	4341
100861617	496
67511	1454
218271	1596
12328	1387
212880	5673
78521	4652
69672	1527
72562	546
76856	1352
18740	2448
26914	2053
212937	3498
18014	1672
57266	1827
100038494	1480
100040926	822
328258	1498
16198	536
213311	1965
16841	877
21810	2678
17129	7175
26946	3339
20745	6673
100503085	2142
100124491	76
77134	2678
75731	1511
56085	3686
100503697	474
56278	1518
75050	4462
70153	2822
100503714	347
15387	1978
723902	108
74386	3877
114304	4565
67585	1627
18212	9880
67269	4860
319469	3154
78689	2631
105348	3693
70900	3142
72219	4277
238662	4281
238663	3827
75223	1239
100861875	598
69046	1915
13996	3135
214290	5551
100503743	346
328263	3732
14451	3131
100503759	3604
69635	5935
218275	1348
70202	1332
214639	1373
13025	1147
116913	710
13024	1394
21984	1372
100861903	332
26898	1274
104002	1330
56835	1335
58518	1323
56094	2493
116911	4221
56092	1493
64139	1204
117066	1442
100861626	801
100503368	912
623505	561
432812	1622
100861954	924
630579	3114
100503600	804
100041979	2919
100041986	816
71508	2472
77117	2439
665503	750
211378	2638
100861712	1596
435366	1316
751548	108
380850	3279
14120	1294
14121	1433
72061	3509
100504114	2764
387217	74
100861722	1758
387221	73
100526474	85
387142	68
14088	4292
19206	4305
76251	6045
15487	1286
70484	2276
238673	3490
56541	2567
218294	5993
66503	1802
66129	972
13039	1971
105278	1827
68880	1097
238680	4868
78124	3233
238683	3390
218304	1170
66631	3472
100042311	207
258816	927
97895	3527
100862013	589
100038683	1203
170936	2869
665738	1905
544944	549
628648	549
628794	522
628746	917
628709	1890
100861707	1632
76803	515
100861733	1691
432768	579
67530	503
100038538	1652
66410	1486
19210	3424
71226	1061
78251	3970
432769	2634
432770	2981
268670	3482
380855	2046
218311	2712
238690	2289
100038627	3164
431706	2117
218314	3909
629016	4641
408065	4079
72807	2033
328274	3331
238692	2742
408067	1671
238693	2359
170763	2710
212276	4971
100416706	4835
212281	5179
100862130	1261
408068	4504
235907	3960
68271	2908
22746	2218
72958	3274
320163	2987
212569	2321
408058	598
666185	2884
102402	1576
666272	1575
210009	3692
69577	2362
69315	1808
210044	4211
210106	3997
210373	841
78925	2665
28114	4279
76980	2682
28077	862
67550	2122
74280	1044
75086	505
73584	682
218333	7675
271127	4974
77166	869
16371	2062
100503367	732
328287	5099
16372	2463
78446	585
50916	2601
407785	567
94066	902
100504662	867
432777	1306
210992	1605
13162	3456
218335	2378
21752	3426
22598	4405
74338	2439
71390	1535
20499	5131
72293	3222
100862265	473
69716	2267
105246	2407
71164	1301
72948	5090
74470	3632
105243	2490
211446	4596
11624	4732
18570	1524
66945	2859
67433	8615
432779	2746
238722	1629
100042547	1796
235956	1383
80898	4014
12380	2894
18548	2516
751556	96
192657	3652
93692	1327
73296	4937
75571	1053
218341	2906
238725	2146
77041	3657
218343	5381
238726	1434
78771	4289
105377	3742
72371	5633
382823	991
68675	4070
75507	1395
73093	4100
13865	2432
320174	2305
105171	4089
100043074	2220
319983	1407
110789	19328
80289	3128
67486	3060
72852	3881
100502757	4628
12626	1013
100628621	59
17260	6565
100502774	419
320203	1368
723967	72
72677	1102
553095	531
320919	2348
72745	2746
66671	1976
218397	5101
12867	449
667230	483
13612	5358
12950	5055
13003	14689
100042940	2690
108138	1547
66074	10809
435376	1176
66475	555
66795	1609
100042959	1243
320297	2807
66970	6656
373852	5617
74156	3049
69085	1532
76722	1486
19418	7235
17686	3945
13361	5290
218440	3940
73942	1383
218441	5451
79401	1602
218442	5319
21828	3202
382793	6275
76469	11850
100502942	907
408254	2990
100715	1873
26556	5716
57748	8780
619883	348
12116	2071
64918	2090
74129	2979
105364	950
11881	3989
218454	4348
107767	3588
328309	2177
11774	4020
21371	503
18420	1182
218460	3063
218461	4931
100504102	1498
72114	1894
100316813	104
100217450	126
66549	3198
12919	1681
268686	300
14063	2768
14062	3296
544963	5771
14064	2464
75209	4252
67463	3033
271144	3315
27015	4226
68018	5363
15357	4430
218476	5095
66479	1140
320557	4590
59050	2686
320806	5367
15212	1905
13803	4743
100039691	3161
328314	1297
403201	558
110596	6259
105372	4071
68558	1750
218490	1129
100504225	1542
15229	2461
70090	1186
68344	2252
380863	1155
218503	5119
238799	5519
432798	447
69382	476
69603	718
238803	2758
68927	1675
218506	1848
320893	1721
17755	11852
27220	874
78038	2124
544971	9921
20365	589
20595	1404
17948	4823
17951	5293
17952	6705
17940	5361
100862307	951
23894	1707
18260	3192
218518	3382
19356	2847
108143	2126
76041	2705
12572	7598
66128	716
26886	1239
268697	2316
69048	3179
544973	411
619937	648
328324	2439
71174	1285
78136	405
18708	7380
17079	2326
328329	10671
76624	677
621312	932
432800	1455
218543	4063
59079	6592
75805	3780
218544	2716
66975	4833
81003	4258
238831	2367
60411	1832
108154	4822
667518	407
67285	1884
67288	1688
77803	1310
52882	5828
66763	2157
71816	3785
15550	4441
76582	4282
100504500	997
66254	2545
16563	4208
100040322	1898
621156	605
105120	5610
72257	622
67263	5458
75616	1864
75597	680
71991	2107
74559	5439
218581	2530
238871	7049
100862401	2397
100124489	81
100316683	80
67295	8500
100504609	444
238875	2055
20620	2802
73129	938
238880	2737
73274	3624
100504654	415
218613	5277
26401	6963
100504675	1799
77318	3577
16195	5452
218624	3680
13206	2849
268706	8913
19012	1536
72198	3309
218629	4098
218630	1876
622408	2354
735309	109
100190765	80
723868	91
100038414	2943
69590	1016
238896	1704
14938	878
14945	792
71690	2103
408066	8162
70917	2567
100861641	604
170625	4447
56534	781
218639	3361
319803	3687
17993	1534
14313	2337
75161	1412
17434	1889
16398	4218
109700	5984
105083	1572
670198	1269
100038421	958
623174	354
16392	2526
52552	3088
623312	1622
13723	2622
100861680	606
15165	7911
71100	922
59054	1590
75890	994
14165	4572
18115	3526
218693	4709
67392	2700
791300	2659
67304	1128
633640	2318
56838	3740
73480	547
208715	3283
245269	4103
72465	2965
100040377	1236
380878	886
52673	831
54382	857
333467	925
673151	1658
100861977	1664
100861753	1669
100861986	1596
639910	1426
236546	881
100038937	708
638189	506
625360	1659
236219	878
100040657	657
100040671	2174
100040682	865
544990	957
320333	1413
73549	1702
100040697	780
100862064	742
100038846	993
666890	1990
100041840	1573
100862069	742
100040859	706
100040870	967
100040880	858
100040923	657
100040852	5217
100040897	1206
100041012	865
100041019	759
545007	1815
100041054	615
623078	780
100041076	615
100041119	977
554327	1885
100041139	1022
100041177	615
100169868	1376
100040928	732
666549	1239
100041262	780
665981	615
100041283	766
673676	666
100041317	615
100041306	519
100041336	657
666800	1206
100041374	732
108978	2065
666772	660
666765	615
666329	519
666750	657
100041678	875
100036571	1146
100036572	1465
666706	615
100041184	708
100041825	657
100036568	2738
100041515	780
622931	1294
100041598	615
100041279	618
100041651	765
622640	615
100042054	800
100041702	1146
100862207	759
100861615	2277
100861646	980
100861657	1674
544998	657
100041958	1155
100041964	615
100042024	732
100041664	618
100504200	657
100041151	684
666918	918
100504413	522
100504218	618
100042100	1410
100038847	1955
100042129	849
100042149	2139
626456	732
100042182	732
100042217	615
100042235	795
545013	997
68308	1293
100041874	2149
100042304	695
218695	1124
286940	9067
13421	3702
66082	2018
67053	2467
218699	2840
68263	1485
71393	1649
93732	2628
100861833	907
268709	3144
100504681	476
18300	1251
74430	2751
74859	1097
100041948	920
14198	987
100042415	2774
19270	9190
218734	2477
54713	2304
27062	5529
328354	1921
72003	2946
218739	1240
238939	2135
66231	1148
246103	6853
66413	1296
258387	951
18330	954
16188	1394
218756	7389
674895	3348
218763	1662
71147	3752
59007	2901
21974	5633
218772	2775
21834	6555
353187	4640
66480	1841
69721	4592
22194	1386
100861885	364
218793	1374
100039452	657
432825	1004
18074	4884
68045	1510
14702	3826
67509	2304
16529	3364
74571	879
67725	2523
70601	3125
105428	3149
100504266	669
108671	1631
66242	566
76670	3800
11750	2965
74843	1829
19056	3881
75602	751
78787	6495
100504278	1046
59011	1294
68760	3922
218811	4515
73068	3344
76133	1088
66121	595
268721	6073
17423	3907
12325	3703
18792	2343
22330	5229
55946	4424
11534	1952
54169	7337
435391	1103
27389	1963
67630	6997
22334	1662
69156	2241
319486	2176
100861834	912
218820	4213
76633	911
74896	976
791307	2731
268723	2791
16531	7827
620499	714
71228	7853
105418	1492
218832	4683
20088	875
70955	986
75862	774
432830	608
328365	7525
100526533	85
77592	3858
105675	1549
68173	1777
74272	868
71918	4375
11744	2395
211623	451
66039	2355
105594	1653
278672	2010
100039484	870
100039175	1547
100039192	1732
100039213	1660
100039227	2334
100039503	870
100039246	1122
100039257	1732
100039280	1714
100039293	2334
71106	3387
83997	4501
100039353	357
211922	5432
11843	2042
211948	3529
110083	10638
142687	2101
72993	6961
15209	1138
171463	8220
665333	853
71704	3585
218850	7577
320234	2951
238988	6083
100502956	629
100504469	1855
22418	4373
12294	3695
319476	7318
80795	1018
56249	2121
50905	2061
218865	5891
12289	9252
75901	5616
21881	3207
100526475	60
18753	2775
328370	2372
54650	8122
69179	3738
66175	1179
16427	3145
16426	2819
16424	3077
23955	2714
69019	1006
76485	2521
30877	1884
100217431	59
100217423	54
66923	8117
66487	403
70021	1410
192187	7995
100861939	591
64652	5586
21924	703
218877	3686
71838	1984
104416	3406
110084	12872
12339	3562
24056	2482
67011	1905
74427	4238
382864	2835
56794	2618
26363	1942
105522	5229
320621	3897
78754	2341
105638	3016
218885	2062
17695	522
27057	3577
53600	1162
26430	4391
239017	3449
67085	398
12647	2810
20508	2414
319955	8422
320321	2780
107751	1550
100504518	5547
69069	1473
105511	1694
320736	2743
545030	9681
67580	2717
622657	237
239027	2598
100862308	2257
26419	5756
268729	4113
19256	3090
14560	2512
12165	2988
19661	5276
382867	4301
432838	1903
105518	1338
239029	2126
11752	1871
19065	1903
432839	1601
319508	4184
75698	3454
14661	3158
100041231	632
69134	367
20618	732
105450	3935
12166	5332
78243	778
24131	6016
30044	2869
218914	4585
14803	3428
723847	98
239036	1162
218921	839
72972	7540
57811	1659
239037	4317
239038	2781
170677	4304
70045	756
66092	3081
18183	4036
75170	927
100503038	2706
73591	396
328381	1296
52588	2476
100503457	841
70564	1537
71200	592
69496	995
11720	3208
20387	2775
17194	923
20390	1326
666186	504
100041722	613
100042114	654
666376	504
666207	504
666214	613
100503856	844
73553	912
666233	606
100040771	759
666253	873
666298	636
100504358	672
100042055	847
100504444	504
100042130	555
666420	672
100041106	1566
666485	504
71826	883
666502	549
100861719	549
100042342	836
666561	672
13586	713
53877	462
93725	471
503844	708
630952	444
13587	716
74954	1289
666647	621
666660	792
666675	792
666678	672
385138	899
666723	792
666744	1240
19214	3187
100124437	69
73895	2282
19217	3768
70561	4028
70713	2444
50527	4418
100503256	404
67089	1564
100504523	569
56291	4258
54342	2536
218952	3243
67651	735
114874	5198
100628600	93
320367	2557
666834	504
218963	703
100041724	676
12159	1994
100502795	693
72391	773
12793	1484
63985	4171
328388	2919
68755	1202
74480	7422
14528	2764
218973	4174
67296	2154
218975	4493
16854	1406
218977	4642
78938	3634
100504663	3451
16709	4485
73961	825
93834	5849
624367	1599
218989	5218
18424	1737
606497	743
100041864	684
66770	1629
218993	1115
105504	4659
74385	3165
70646	4597
67082	1167
75288	1881
67419	2748
258487	1582
259147	1006
258485	1006
100041975	219
258314	1110
258313	966
258316	1035
258039	936
258275	972
258486	957
258360	981
258659	1044
258657	994
258658	942
257909	1065
239081	3162
258660	939
258662	936
258663	930
258661	936
258233	1144
73889	600
258422	1120
219019	936
257884	972
258296	1175
258295	945
258264	955
258113	924
56858	1021
219022	3653
239083	1508
85029	325
11546	1788
21745	8163
546611	1602
328399	2046
66246	1608
11792	1307
219024	2753
18950	2941
667034	1223
75019	1665
328401	1187
497113	579
497106	438
404319	1132
11727	1275
58809	1996
219026	1257
78416	1072
19752	970
54159	759
11731	438
503847	462
93726	691
75377	1140
638695	1157
669149	2574
22301	2942
434459	1581
545047	851
219033	695
278676	1461
93719	713
52535	1623
214922	2334
29811	2157
219038	628
497071	614
268739	5643
100502764	713
69890	3317
619301	1227
258420	936
15381	2844
77945	5213
114741	4491
67772	8190
100217445	99
100861840	254
76338	2756
268741	4458
56335	2021
50524	5336
258008	942
258424	942
258268	957
258423	1039
627171	332
